               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  45,            0.042381,           0.0025353,           0.0020474,             0.66103,             0.48907,              0.5302,             0.27513,            0.041108,           0.0013139,           0.0015611,            0.008911,            0.008911,            0.008911
                  46,            0.042286,           0.0025637,           0.0020542,             0.65183,             0.50083,             0.54467,             0.28815,            0.040778,           0.0013094,           0.0014603,           0.0088863,           0.0088863,           0.0088863
                  47,              0.0419,           0.0025267,           0.0020385,             0.64927,              0.5061,             0.53935,             0.27961,            0.041168,           0.0013144,           0.0014686,           0.0088615,           0.0088615,           0.0088615
                  48,            0.042264,           0.0025203,            0.002017,             0.69232,             0.49248,             0.53933,             0.28155,            0.040981,           0.0013045,           0.0015044,           0.0088368,           0.0088368,           0.0088368
                  49,            0.042097,           0.0025452,           0.0020079,             0.67174,             0.50541,             0.53644,              0.2828,            0.041164,           0.0013024,           0.0015075,            0.008812,            0.008812,            0.008812
                  50,            0.042029,           0.0025488,           0.0020377,             0.67086,             0.48508,             0.53212,             0.27841,            0.041097,           0.0013038,           0.0015376,           0.0087872,           0.0087872,           0.0087872
                  51,            0.042099,           0.0025184,            0.002007,              0.6816,             0.49768,             0.54965,             0.28713,            0.040764,           0.0012956,           0.0014834,           0.0087625,           0.0087625,           0.0087625
                  52,            0.041692,           0.0025214,            0.001938,             0.68838,             0.50932,             0.55594,             0.29507,            0.040391,           0.0012923,           0.0014375,           0.0087378,           0.0087378,           0.0087378
                  53,            0.041645,           0.0025357,           0.0019928,             0.67116,             0.49593,             0.55561,             0.29274,            0.040344,           0.0012941,           0.0014586,            0.008713,            0.008713,            0.008713
                  54,            0.041485,           0.0025604,           0.0019683,             0.67241,             0.50504,             0.56141,             0.29574,            0.040568,           0.0012951,           0.0014428,           0.0086882,           0.0086882,           0.0086882
                  55,            0.041695,           0.0025018,           0.0019581,             0.68917,             0.50818,              0.5557,             0.29385,            0.040479,           0.0013024,           0.0014508,           0.0086635,           0.0086635,           0.0086635
                  56,            0.041474,           0.0025234,           0.0019297,             0.66334,             0.51963,             0.56344,              0.2959,            0.040563,           0.0013022,           0.0014142,           0.0086388,           0.0086388,           0.0086388
                  57,            0.041089,           0.0025473,           0.0019108,             0.67246,              0.5235,             0.55975,             0.29934,            0.040457,           0.0012998,           0.0013934,            0.008614,            0.008614,            0.008614
                  58,            0.041299,           0.0025365,           0.0019169,              0.6471,             0.53537,             0.56208,             0.29894,            0.040296,           0.0012934,           0.0014033,           0.0085893,           0.0085893,           0.0085893
                  59,            0.041325,           0.0024877,           0.0019047,              0.6589,             0.53126,             0.56621,             0.29891,            0.040461,           0.0012906,           0.0013966,           0.0085645,           0.0085645,           0.0085645
                  60,            0.041271,           0.0025274,           0.0019248,             0.64092,             0.53001,             0.55963,             0.29573,            0.040386,            0.001298,           0.0014114,           0.0085398,           0.0085398,           0.0085398
                  61,            0.040998,           0.0024796,           0.0019273,              0.6368,             0.53479,             0.55235,             0.29346,            0.040366,           0.0013022,           0.0014105,            0.008515,            0.008515,            0.008515
                  62,            0.040875,           0.0025061,           0.0018796,             0.66604,             0.53489,             0.56345,             0.30331,            0.040198,           0.0012966,           0.0013961,           0.0084903,           0.0084903,           0.0084903
